 	Label	Cellcoord.X	Cellcoord.Y	area	mean.ch2	std.ch2	min.ch2	max.ch2	BGcoord.ch2.X	BGcoord.ch2.Y	bg.area.ch2	bg.mean.ch2	bg.std.ch2	bg.min.ch2	bg.max.ch2	area.ch3	mean.ch3	std.ch3	min.ch3	max.ch3	BGcoord.ch3.X	BGcoord.ch3.Y	bg.area.ch3	bg.mean.ch3	bg.std.ch3	bg.min.ch3	bg.max.ch3	Error	Comment
135	1772-064-103_A11	258	200	227.982	29.599	6.186	11	44	208	250	227.982	25.212	5.270	10	36	227.982	25.978	9.352	4	46	208	250	227.982	14.504	3.877	5	27	0-No Error	No comment
136	1772-064-103_A12	225	202	227.982	82.197	38.968	22	161	175	252	227.982	24.511	4.990	9	36	227.982	121.854	76.909	14	291	175	252	227.982	14.628	4.222	3	26	0-No Error	No comment
137	1772-064-103_B01	251	206	227.982	45.993	17.806	12	89	201	256	227.982	25.328	4.871	13	38	227.982	147.161	91.997	18	338	201	256	227.982	14.438	4.365	3	27	0-No Error	No comment
138	1772-064-103_B02	225	207	227.982	29.861	8.174	9	53	175	257	227.982	26.460	5.395	16	42	227.982	48.569	36.129	9	146	175	257	227.982	14.197	4.454	4	26	0-No Error	No comment
139	1772-064-103_B03	256	206	227.982	126.219	68.739	30	289	206	256	227.982	25.686	4.635	13	36	227.982	97.380	60.925	16	244	206	256	227.982	15.044	3.728	6	23	0-No Error	No comment
140	1772-064-103_B04	253	200	227.982	27.365	8.099	13	52	203	250	227.982	25.730	4.461	15	38	227.982	21.146	8.313	7	48	203	250	227.982	14.431	4.627	3	26	0-No Error	No comment
141	1772-064-103_B05	221	202	227.982	44.737	19.817	16	104	171	252	227.982	24.635	5.096	8	36	227.982	130.686	70.601	22	272	171	252	227.982	13.474	4.208	5	24	0-No Error	No comment
142	1772-064-103_B06	250	200	227.982	36.934	12.799	16	80	200	250	227.982	26.175	4.470	17	38	227.982	89.007	43.551	15	202	200	250	227.982	13.861	4.120	4	24	0-No Error	No comment
143	1772-064-103_B07	219	207	227.982	29.328	10.858	12	65	169	257	227.982	25.723	4.605	15	36	227.982	49.460	31.048	8	128	169	257	227.982	14.752	4.331	5	24	0-No Error	No comment
144	1772-064-103_B08	251	204	227.982	88.737	47.674	11	199	201	254	227.982	26.336	4.588	16	38	227.982	14.993	4.361	2	29	201	254	227.982	14.898	4.648	5	26	0-No Error	No comment
145	1772-064-103_B09	220	207	227.982	72.905	38.628	15	151	170	257	227.982	25.489	4.748	15	37	227.982	15.307	4.493	4	29	170	257	227.982	14.628	4.367	4	26	0-No Error	No comment
146	1772-064-103_B10	218	202	227.982	97.708	59.666	18	230	168	252	227.982	25.307	4.612	13	37	227.982	68.394	46.011	8	169	168	252	227.982	14.752	4.581	4	26	0-No Error	No comment
147	1772-064-103_B11	247	200	227.982	26.394	7.091	12	45	197	250	227.982	25.569	4.670	13	36	227.982	17.467	4.354	6	27	197	250	227.982	14.277	4.517	1	27	0-No Error	No comment
148	1772-064-103_B12	215	202	227.982	124.015	111.504	12	392	165	252	227.982	24.526	4.957	12	36	227.982	100.022	100.953	9	336	165	252	227.982	13.504	4.182	0	26	0-No Error	No comment
149	1772-064-103_C01	245	208	227.982	51.504	23.101	16	108	195	258	227.982	24.934	4.807	14	37	227.982	95.285	63.446	12	248	195	258	227.982	15.066	4.658	3	28	2-Debris	No comment
150	1772-064-103_C02	216	208	227.982	30.438	9.650	11	52	166	258	227.982	25.854	4.447	15	35	227.982	33.387	25.531	5	109	166	258	227.982	14.292	4.411	3	26	0-No Error	No comment
151	1772-064-103_C03	247	207	227.982	27.336	8.828	12	56	197	257	227.982	24.387	4.166	13	33	227.982	36.394	17.324	3	87	197	257	227.982	13.949	4.456	3	25	0-No Error	No comment
152	1772-064-103_C04	246	202	227.982	29.088	6.210	15	47	196	252	227.982	25.715	4.722	14	38	227.982	34.358	13.001	11	71	196	252	227.982	14.358	4.715	2	27	0-No Error	No comment
153	1772-064-103_C05	212	203	227.982	27.788	7.600	13	48	162	253	227.982	24.642	4.844	14	37	227.982	19.774	6.832	5	37	162	253	227.982	14.642	4.123	4	24	0-No Error	No comment
154	1772-064-103_C06	242	203	227.982	32.474	11.213	10	72	192	253	227.982	25.569	4.644	6	38	227.982	57.292	17.359	17	94	192	253	227.982	14.336	4.133	5	28	0-No Error	No comment
155	1772-064-103_C07	209	208	227.982	31.905	6.897	14	47	159	258	227.982	25.496	5.218	11	37	227.982	50.453	26.522	14	105	159	258	227.982	13.934	4.706	2	26	0-No Error	No comment
156	1772-064-103_C08	243	205	227.982	62.883	20.832	16	104	193	255	227.982	26.409	4.967	15	37	227.982	80.146	36.028	15	152	193	255	227.982	13.679	4.600	3	27	0-No Error	No comment
157	1772-064-103_C09	215	209	227.982	28.599	7.728	9	49	165	259	227.982	25.445	4.823	9	39	227.982	46.562	40.324	3	161	165	259	227.982	13.650	5.064	2	27	0-No Error	No comment
158	1772-064-103_C10	210	203	227.982	57.701	33.942	13	149	160	253	227.982	24.839	5.036	11	40	227.982	96.015	87.255	5	285	160	253	227.982	14.285	4.330	4	24	0-No Error	No comment
159	1772-064-103_C11	239	202	227.982	35	12.317	15	72	189	252	227.982	25.569	4.982	15	37	227.982	62.285	33.997	16	164	189	252	227.982	13.912	4.704	1	27	0-No Error	No comment
160	1772-064-103_C12	206	203	227.982	63.131	31.214	14	130	156	253	227.982	24.920	4.987	11	41	227.982	15.270	4.334	5	26	156	253	227.982	14.599	4.451	4	25	0-No Error	No comment
161	1772-064-103_D01	237	208	227.982	78.175	39.287	22	172	187	258	227.982	26.073	5.295	10	39	227.982	16.818	4.568	5	28	187	258	227.982	15.029	4.146	6	26	0-No Error	No comment
162	1772-064-103_D02	206	211	227.982	62.226	26.241	21	127	156	261	227.982	24.212	4.507	14	35	227.982	66.934	43.684	7	163	156	261	227.982	14.380	4.754	1	30	0-No Error	No comment
163	1772-064-103_D03	239	209	227.982	69.139	31.272	23	134	189	259	227.982	26.073	5.181	15	38	227.982	43.394	19.184	14	99	189	259	227.982	15.080	4.153	2	25	0-No Error	No comment
164	1772-064-103_D04	239	203	227.982	26.212	5.966	11	43	189	253	227.982	26.445	4.714	14	37	227.982	14.007	5.226	4	27	189	253	227.982	13.708	4.399	0	25	1-No cell	No comment
165	1772-064-103_D05	203	205	227.982	55.387	21.295	15	107	153	255	227.982	24.270	4.818	13	37	227.982	67.161	39.712	10	155	153	255	227.982	14.737	4.390	3	25	0-No Error	No comment
166	1772-064-103_D06	233	204	227.982	36.219	13.607	16	77	183	254	227.982	24.416	4.775	14	37	227.982	80.460	47.482	15	195	183	254	227.982	14.635	4.518	1	27	0-No Error	No comment
167	1772-064-103_D07	204	212	227.982	135.985	63.347	38	303	154	262	227.982	26.044	4.932	14	37	227.982	108.358	55.290	29	240	154	262	227.982	14.942	4.007	4	26	0-No Error	No comment
168	1772-064-103_D08	238	211	227.982	28.934	5.177	9	42	188	261	227.982	26.007	5.281	12	38	227.982	50.277	27.313	8	109	188	261	227.982	14.825	3.710	4	28	0-No Error	No comment
169	1772-064-103_D09	206	211	227.982	28.672	8.005	14	47	156	261	227.982	24.993	4.572	13	41	227.982	44.321	36.137	5	138	156	261	227.982	14.496	4.424	6	25	0-No Error	No comment
170	1772-064-103_D10	202	205	227.982	37.905	11.733	18	73	152	255	227.982	24.861	4.770	12	38	227.982	68.737	38.249	18	162	152	255	227.982	13.693	4.245	3	26	0-No Error	No comment
171	1772-064-103_D11	232	205	227.982	46.620	17.762	16	93	182	255	227.982	25.007	5.104	10	40	227.982	27.869	11.369	5	64	182	255	227.982	13.912	4.219	2	23	0-No Error	No comment
172	1772-064-103_D12	200	205	227.982	28.022	7.697	12	44	150	255	227.982	24.022	5.221	12	38	227.982	29.591	13.547	5	62	150	255	227.982	15.219	3.769	7	25	0-No Error	No comment
173	1772-064-103_E01	233	212	227.982	32.131	12.613	9	71	183	262	227.982	26.219	5.443	10	42	227.982	51.416	43.351	8	175	183	262	227.982	14.372	4.038	4	22	0-No Error	No comment
174	1772-064-103_E02	201	213	227.982	81.029	61.899	16	248	151	263	227.982	24.591	4.601	14	37	227.982	81.905	80.390	9	303	151	263	227.982	14.664	4.386	3	27	0-No Error	No comment
175	1772-064-103_E03	232	211	227.982	37.051	6.942	13	53	182	261	227.982	25.431	5.148	11	41	227.982	16.679	4.915	5	30	182	261	227.982	15.015	4.071	5	29	0-No Error	No comment
176	1772-064-103_E04	230	199	227.982	90.029	50.158	20	182	180	249	227.982	25.723	4.927	15	42	227.982	16.730	4.769	5	31	180	249	227.982	15.161	4.120	6	27	0-No Error	No comment
177	1772-064-103_E05	196	208	227.982	48.839	17.604	18	91	146	258	227.982	24.752	4.632	16	38	227.982	15.985	4.782	5	30	146	258	227.982	14.628	4.201	6	25	0-No Error	No comment
178	1772-064-103_E06	228	206	227.982	30.380	7.951	14	53	178	256	227.982	27.212	4.812	11	39	227.982	27.234	11.415	2	56	178	256	227.982	15.526	4.711	1	26	0-No Error	No comment
179	1772-064-103_E08	230	214	227.982	99.124	50.015	17	204	180	264	227.982	26.007	4.851	11	39	227.982	15.204	4.421	5	25	180	264	227.982	15.599	5.069	3	30	2-Debris	No comment
180	1772-064-103_E09	196	216	227.982	77.350	30.483	15	144	146	266	227.982	24.898	4.714	13	38	227.982	116.474	77.683	23	311	146	266	227.982	19.350	4.323	10	30	4-MultipleCells	No comment
181	1772-064-103_E10	193	211	227.982	30.818	11.072	8	58	143	261	227.982	23.277	4.706	13	33	227.982	50.131	36.948	7	164	143	261	227.982	14.861	4.612	3	27	0-No Error	No comment
182	1772-064-103_E11	225	208	227.982	53.343	23.067	16	114	175	258	227.982	25.117	4.999	9	37	227.982	65.686	30.003	13	125	175	258	227.982	15.058	4.297	2	27	4-MultipleCells	No comment
183	1772-064-103_F01	225	216	227.982	26.876	6.882	12	44	175	266	227.982	26.066	4.907	14	38	227.982	34.394	22.741	5	99	175	266	227.982	14.394	4.170	5	25	0-No Error	No comment
184	1772-064-103_F02	193	216	227.982	31.234	7.710	13	51	143	266	227.982	24.015	4.720	11	36	227.982	44.255	21.849	4	101	143	266	227.982	15.088	4.247	2	24	0-No Error	No comment
185	1772-064-103_F05	189	211	227.982	35.438	9.133	20	62	139	261	227.982	24.526	4.635	12	35	227.982	52.540	29.546	13	130	139	261	227.982	14.810	3.887	3	26	0-No Error	No comment
186	1772-064-103_F06	222	211	227.982	66.343	35.451	17	163	172	261	227.982	25.175	5.012	13	38	227.982	93.328	60.957	13	256	172	261	227.982	13.934	3.941	4	24	0-No Error	No comment
187	1772-067-038_A01	275	164	214.599	25.854	8.077	8	50	225	214	214.599	22.657	4.679	12	36	214.599	27.496	14.778	5	64	225	214	214.599	13.672	4.507	4	25	0-No Error	No comment
188	1772-067-038_A02	245	166	214.599	218.372	119.096	43	462	195	216	214.599	22.934	4.471	9	36	214.599	73.109	40.986	12	162	195	216	214.599	13.015	4.258	0	26	0-No Error	No comment
189	1772-067-038_A03	281	170	214.599	28.657	9.057	11	51	231	220	214.599	22.672	5.210	9	39	214.599	34.058	18.651	7	84	231	220	214.599	13.036	3.995	2	24	0-No Error	No comment
190	1772-067-038_A04	279	160	214.599	35.584	14.668	8	75	229	210	214.599	23.109	4.282	12	36	214.599	31.715	17.757	5	82	229	210	214.599	13.299	4.408	2	23	0-No Error	No comment
191	1772-067-038_A05	244	156	214.599	22.139	4.634	11	37	194	206	214.599	21.635	4.618	6	33	214.599	12.650	4.335	3	21	194	206	214.599	13.058	4.018	4	25	1-No cell	No comment
192	1772-067-038_A06	275	153	214.599	21.613	4.557	11	37	225	203	214.599	22.496	5.043	8	33	214.599	13.788	3.860	6	22	225	203	214.599	12.336	4.512	0	25	1-No cell	No comment
193	1772-067-038_A07	241	163	214.599	25.292	6.471	11	40	191	213	214.599	23.102	4.827	12	36	214.599	21.438	9.812	4	51	191	213	214.599	12.066	4.358	1	22	0-No Error	No comment
194	1772-067-038_A08	273	162	214.599	32.095	11.362	10	56	223	212	214.599	22.555	5.069	9	34	214.599	69.336	57.242	3	193	223	212	214.599	13.891	4.266	1	24	0-No Error	No comment
195	1772-067-038_A09	242	166	214.599	97.861	74.532	18	287	192	216	214.599	23.029	4.382	12	34	214.599	56.635	46.573	4	179	192	216	214.599	13.073	4.131	3	24	0-No Error	No comment
196	1772-067-038_A10	242	154	214.599	27.226	9.192	12	52	192	204	214.599	22.993	4.567	12	37	214.599	21.139	9.616	4	52	192	204	214.599	12.869	4.866	0	25	0-No Error	No comment
197	1772-067-038_A11	271	153	214.599	27.336	7.496	8	44	221	203	214.599	23.102	4.640	11	34	214.599	46.701	39.142	5	139	221	203	214.599	13.007	4.104	2	23	0-No Error	No comment
198	1772-067-038_A12	237	153	214.599	81.161	51.581	11	186	187	203	214.599	22.803	4.908	11	35	214.599	90.708	74.040	6	241	187	203	214.599	12.839	4.629	3	28	0-No Error	No comment
199	1772-067-038_B01	269	161	214.599	45.109	23.279	14	102	219	211	214.599	22.409	4.466	13	34	214.599	16.416	5.016	3	30	219	211	214.599	14.255	4.505	1	26	0-No Error	No comment
200	1772-067-038_B02	239	162	214.599	28.015	8.655	8	45	189	212	214.599	22.547	4.697	7	34	214.599	36.139	26.314	5	110	189	212	214.599	12.540	4.374	2	26	0-No Error	No comment
201	1772-067-038_B03	272	162	214.599	71.693	54.443	12	217	222	212	214.599	23.591	4.718	13	37	214.599	14.066	4.415	4	26	222	212	214.599	13.606	4.298	3	27	0-No Error	No comment
202	1772-067-038_B04	268	153	214.599	56.255	37.073	11	140	218	203	214.599	22.686	4.417	11	33	214.599	70.416	65.302	3	215	218	203	214.599	13.693	4.319	5	25	0-No Error	No comment
203	1772-067-038_B05	234	153	214.599	78.270	45.411	14	182	184	203	214.599	23.321	4.621	12	34	214.599	15.066	4.531	5	26	184	203	214.599	12.511	4.111	1	22	0-No Error	No comment
204	1772-067-038_B06	266	153	214.599	96.314	71.154	21	266	216	203	214.599	22.869	4.771	8	34	214.599	14.445	4.822	3	27	216	203	214.599	13.226	4.096	4	26	0-No Error	No comment
205	1772-067-038_B07	233	162	214.599	25.869	5.887	14	42	183	212	214.599	21.672	4.807	7	34	214.599	23.730	10.422	7	46	183	212	214.599	13.577	4.174	6	24	0-No Error	No comment
206	1772-067-038_B08	266	161	214.599	21.971	4.933	8	35	216	211	214.599	23.248	4.569	14	35	214.599	12.080	4.424	2	27	216	211	214.599	14.036	4.461	4	24	1-No cell	No comment
207	1772-067-038_B09	236	162	214.599	69.518	43.449	13	164	186	212	214.599	21.964	4.980	9	34	214.599	51.839	34.818	4	131	186	212	214.599	13.066	4.257	3	23	0-No Error	No comment
208	1772-067-038_B10	232	152	214.599	21.401	4.721	10	32	182	202	214.599	22.672	4.347	12	34	214.599	12.737	4.405	0	23	182	202	214.599	13.102	4.136	2	23	1-No cell	No comment
209	1772-067-038_B11	265	151	214.599	79.562	55.599	12	199	215	201	214.599	22.774	4.342	9	34	214.599	26.336	12.872	8	61	215	201	214.599	12.606	4.440	0	25	4-MultipleCells	No comment
210	1772-067-038_B12	229	152	214.599	34.861	12.051	15	66	179	202	214.599	22.985	4.779	11	36	214.599	94.927	83.062	7	276	179	202	214.599	12.912	4.661	1	27	0-No Error	No comment
211	1772-067-038_C01	261	162	214.599	25.182	6.435	9	45	211	212	214.599	22.080	4.802	13	37	214.599	36.015	26.080	6	96	211	212	214.599	12.927	4.647	1	23	0-No Error	No comment
212	1772-067-038_C02	229	162	214.599	31.467	9.481	13	52	179	212	214.599	22.956	4.616	11	40	214.599	58.905	37.700	6	142	179	212	214.599	12.803	3.882	4	22	0-No Error	No comment
213	1772-067-038_C03	264	162	214.599	64.635	32.326	15	125	214	212	214.599	22.423	4.657	10	35	214.599	13.949	4.388	3	24	214	212	214.599	13.701	4.509	2	24	0-No Error	No comment
214	1772-067-038_C04	259	153	214.599	22.248	4.698	12	33	209	203	214.599	22.117	4.554	10	38	214.599	14.839	4.854	5	28	209	203	214.599	13.723	4.299	1	28	0-No Error	No comment
215	1772-067-038_C05	227	151	214.599	43.292	19.451	17	87	177	201	214.599	23.197	4.906	9	36	214.599	62.431	44.051	3	153	177	201	214.599	12.737	4.310	3	26	0-No Error	No comment
216	1772-067-038_C06	260	152	214.599	65.029	40.323	13	173	210	202	214.599	21.708	4.620	12	36	214.599	13.241	5.156	0	25	210	202	214.599	13.102	3.980	4	27	0-No Error	No comment
217	1772-067-038_C07	226	162	214.599	24.657	5.513	12	40	176	212	214.599	21.898	4.565	9	33	214.599	18.635	6.650	5	36	176	212	214.599	12.912	4.489	0	22	0-No Error	No comment
218	1772-067-038_C08	259	161	214.599	21	4.869	9	34	209	211	214.599	21.949	4.531	4	33	214.599	11.964	4.425	2	24	209	211	214.599	12.832	4.360	0	25	1-No cell	No comment
219	1772-067-038_C09	228	160	214.599	42.832	23.529	14	114	178	210	214.599	23.124	5.045	11	37	214.599	106.029	99.072	12	345	178	210	214.599	12.934	3.862	4	23	0-No Error	No comment
220	1772-067-038_C10	226	152	214.599	24.394	5.994	11	41	176	202	214.599	21.803	4.735	5	32	214.599	13.299	5.256	2	24	176	202	214.599	13.796	4.351	2	26	0-No Error	No comment
221	1772-067-038_C11	255	153	214.599	32.022	8.836	13	55	205	203	214.599	22.599	4.711	12	37	214.599	53.285	34.773	10	125	205	203	214.599	13.628	4.144	4	27	0-No Error	No comment
222	1772-067-038_C12	222	153	214.599	87.635	67.230	15	269	172	203	214.599	22.073	4.855	11	38	214.599	74.810	57.182	10	214	172	203	214.599	13.285	3.867	3	21	0-No Error	No comment
223	1772-067-038_D01	253	161	214.599	68.839	42.780	20	177	203	211	214.599	23.197	4.308	14	36	214.599	70.423	48.405	9	180	203	211	214.599	12.708	4.004	1	23	0-No Error	No comment
224	1772-067-038_D02	222	160	214.599	54.526	25.876	17	118	172	210	214.599	21.693	4.915	11	37	214.599	16.234	5.174	2	29	172	210	214.599	12.657	4.348	2	23	0-No Error	No comment
225	1772-067-038_D03	255	162	214.599	35.949	14.793	15	78	205	212	214.599	22.971	4.255	11	34	214.599	56.117	44.284	11	170	205	212	214.599	13.007	4.481	1	25	0-No Error	No comment
226	1772-067-038_D04	253	153	214.599	89.934	57.489	18	216	203	203	214.599	23	4.372	11	36	214.599	45.423	26.315	7	100	203	203	214.599	13.080	3.995	2	23	4-MultipleCells	No comment
227	1772-067-038_D05	220	152	214.599	23.635	5.654	10	37	170	202	214.599	21.445	4.894	8	33	214.599	17.182	5.094	5	32	170	202	214.599	12.343	4.642	1	25	0-No Error	No comment
228	1772-067-038_D06	251	153	214.599	33.810	12.507	13	78	201	203	214.599	22.168	5.051	11	34	214.599	119.219	106.559	8	398	201	203	214.599	12.635	4.442	3	24	4-MultipleCells	No comment
229	1772-067-038_D07	215	161	214.599	65.942	33.564	21	150	165	211	214.599	22.015	4.630	7	36	214.599	27.022	11.051	4	65	165	211	214.599	13.270	4.034	3	23	0-No Error	No comment
230	1772-067-038_D08	249	162	214.599	26	6.408	10	45	199	212	214.599	22.847	4.544	9	36	214.599	27.518	17.451	5	80	199	212	214.599	12.686	5.025	3	27	0-No Error	No comment
231	1772-067-038_D09	218	163	214.599	102.102	79.125	20	276	168	213	214.599	21.759	5.501	9	34	214.599	86.861	68.021	10	237	168	213	214.599	12.752	4.464	0	22	0-No Error	No comment
232	1772-067-038_D10	216	155	214.599	28.015	7.332	11	52	166	205	214.599	21.993	4.772	10	33	214.599	48.394	28.866	9	116	166	205	214.599	12.891	4.395	0	23	0-No Error	No comment
233	1772-067-038_D11	247	154	214.599	26.883	6.029	11	46	197	204	214.599	22.796	5.015	6	36	214.599	51.934	27.993	16	122	197	204	214.599	12.781	4.522	1	24	0-No Error	No comment
234	1772-067-038_D12	213	153	214.599	57.956	23.959	21	113	163	203	214.599	22.095	4.549	11	34	214.599	81.920	50.328	18	212	163	203	214.599	13.533	4.270	2	25	2-Debris	No comment
235	1772-067-038_E01	244	164	214.599	26.971	7.752	7	44	194	214	214.599	23.905	4.465	13	35	214.599	34.139	24.231	3	91	194	214	214.599	13.161	4.510	0	26	0-No Error	No comment
236	1772-067-038_E02	213	164	214.599	76.898	69.104	14	258	163	214	214.599	22.372	4.703	10	33	214.599	40.730	35.633	4	137	163	214	214.599	13.175	4.442	1	26	0-No Error	No comment
237	1772-067-038_E03	243	164	214.599	56.942	36.399	8	140	193	214	214.599	22.350	4.760	10	34	214.599	13.956	4.573	4	25	193	214	214.599	11.803	4.578	0	22	0-No Error	No comment
238	1772-067-038_E04	238	156	214.599	25.248	6.265	4	41	188	206	214.599	23.175	5.015	11	35	214.599	18.394	8.217	2	42	188	206	214.599	13.153	4.141	4	24	0-No Error	No comment
239	1772-067-038_E05	209	156	214.599	24.540	7.244	7	41	159	206	214.599	22.416	5.335	9	37	214.599	21.686	10.984	6	48	159	206	214.599	12.438	4.151	3	22	0-No Error	No comment
240	1772-067-038_E06	242	157	214.599	23.839	6.026	7	40	192	207	214.599	22.613	4.923	11	34	214.599	22.562	14.052	1	60	192	207	214.599	13.467	4.091	3	24	0-No Error	No comment
241	1772-067-038_E07	209	164	214.599	128.190	128.649	15	488	159	214	214.599	22.460	4.544	11	33	214.599	114.255	124.920	8	430	159	214	214.599	13.307	4.230	3	23	0-No Error	No comment
242	1772-067-038_E08	238	162	214.599	27.007	7.661	12	49	188	212	214.599	22.657	4.891	9	35	214.599	54.204	50.653	6	200	188	212	214.599	12.898	4.108	1	25	0-No Error	No comment
243	1772-067-038_E09	206	164	214.599	26.869	7.399	10	48	156	214	214.599	22.474	4.817	10	34	214.599	27.131	14.548	5	63	156	214	214.599	13.051	4.075	3	22	0-No Error	No comment
244	1772-067-038_E10	201	156	214.599	21.365	4.497	11	33	151	206	214.599	21.555	4.446	10	35	214.599	11.453	4.150	2	19	151	206	214.599	13.518	4.255	5	23	1-No cell	No comment
245	1772-067-038_E11	238	156	214.599	112.219	65.902	18	262	188	206	214.599	22.416	4.855	9	33	214.599	99.358	64.976	10	230	188	206	214.599	13.139	4.461	2	26	0-No Error	No comment
246	1772-067-038_E12	205	157	214.599	34.628	11.939	12	61	155	207	214.599	21.701	5.025	6	32	214.599	73.109	60.333	6	210	155	207	214.599	12.847	4.510	3	25	0-No Error	No comment
247	1772-067-038_F01	237	163	214.599	27.796	5.613	11	44	187	213	214.599	22.350	4.580	10	33	214.599	63.190	35.817	8	135	187	213	214.599	14.029	4.350	4	25	0-No Error	No comment
248	1772-067-038_F02	203	163	214.599	26.547	6.655	12	44	153	213	214.599	23.438	4.893	9	41	214.599	38.628	27.350	8	112	153	213	214.599	13.599	4.186	4	22	0-No Error	No comment
249	1772-067-038_F03	232	163	214.599	27.277	6.917	11	45	182	213	214.599	22.781	4.782	12	36	214.599	46.124	37.392	3	134	182	213	214.599	13.394	4.117	3	23	0-No Error	No comment
250	1772-067-038_F04	229	157	214.599	34.299	13.824	7	74	179	207	214.599	22.168	4.367	12	34	214.599	48.993	43.033	4	187	179	207	214.599	13.686	4.482	4	24	0-No Error	No comment
251	1772-067-038_F05	199	156	214.599	27.599	6.602	8	48	149	206	214.599	21.672	4.139	9	33	214.599	41.467	27.165	4	102	149	206	214.599	13.051	4.375	3	23	0-No Error	No comment
252	1772-067-038_F06	234	156	214.599	32.766	9.593	8	55	184	206	214.599	22.577	4.847	9	35	214.599	48.679	31.306	6	114	184	206	214.599	13.496	3.894	4	23	0-No Error	No comment
253	1772-067-038_F07	200	164	214.599	26.599	7.375	9	47	150	214	214.599	22.307	4.569	9	34	214.599	23.759	14.737	5	65	150	214	214.599	12.869	4.213	3	24	0-No Error	No comment
254	1772-067-038_F08	228	163	214.599	28.423	8.177	10	46	178	213	214.599	21.358	4.884	6	32	214.599	73.131	59.128	7	207	178	213	214.599	13.212	4.298	2	24	0-No Error	No comment
255	1772-067-038_F09	196	165	214.599	24.080	5.696	5	43	146	215	214.599	21.920	4.441	9	33	214.599	13.015	4.000	4	22	146	215	214.599	12.518	4.332	0	23	1-No cell	No comment
256	1772-067-038_F10	192	158	214.599	54.584	37.728	15	151	142	208	214.599	22.029	4.900	9	36	214.599	82.774	82.501	11	291	142	208	214.599	12.555	4.558	2	25	0-No Error	No comment
257	1772-067-038_F11	228	156	214.599	54.642	26.645	15	116	178	206	214.599	21.474	4.684	10	37	214.599	76.993	55.317	6	205	178	206	214.599	13.343	4.554	2	24	0-No Error	No comment
258	1772-067-038_F12	193	157	214.599	21.774	5.121	11	34	143	207	214.599	22.241	4.988	8	35	214.599	13.241	4.249	3	26	143	207	214.599	12.453	3.956	3	23	1-No cell	No comment
259	1772-067-038_G01	225	163	214.599	50.109	21.877	13	100	175	213	214.599	21.409	4.792	10	35	214.599	13.496	4.719	1	27	175	213	214.599	13.372	4.461	4	26	0-No Error	No comment
260	1772-067-038_G02	191	163	214.599	30.613	9.546	14	65	141	213	214.599	21.255	5.325	7	35	214.599	42.007	35.206	7	148	141	213	214.599	13.394	4.375	0	26	0-No Error	No comment
261	1772-067-038_G03	225	155	214.599	105.496	74.392	17	258	175	205	214.599	21.942	4.752	8	34	214.599	15.518	4.495	1	27	175	205	214.599	13.380	4.546	1	26	0-No Error	No comment
262	1772-067-038_G04	219	156	214.599	92.628	79.173	15	298	169	206	214.599	22.591	4.718	11	32	214.599	46.022	35.941	7	133	169	206	214.599	13.526	4.576	2	26	0-No Error	No comment
263	1772-067-038_G05	188	155	214.599	31.277	11.443	10	67	138	205	214.599	22.161	5.002	10	36	214.599	23.380	11.636	3	54	138	205	214.599	13.241	3.904	3	23	0-No Error	No comment
264	1772-067-038_G06	221	156	214.599	26.518	5.783	12	42	171	206	214.599	21.715	4.899	12	33	214.599	27.073	14.859	5	67	171	206	214.599	13.007	4.777	0	24	0-No Error	No comment
265	1772-067-038_G07	188	164	214.599	22.905	4.906	7	34	138	214	214.599	21.861	4.792	10	33	214.599	12.730	4.652	0	23	138	214	214.599	12.577	4.440	2	26	1-No cell	No comment
266	1772-067-038_G08	218	164	214.599	27.474	6.480	12	43	168	214	214.599	22.445	4.806	12	39	214.599	55.153	43.246	10	167	168	214	214.599	13.321	4.248	2	24	0-No Error	No comment
267	1772-067-038_G09	184	166	214.599	76.956	66.571	16	258	134	216	214.599	22.044	4.455	13	34	214.599	78.942	75.506	1	279	134	216	214.599	13.679	3.761	6	22	0-No Error	No comment
268	1772-067-038_G10	180	157	214.599	22.387	4.739	12	35	130	207	214.599	21.905	4.555	9	35	214.599	12.292	4.439	2	23	130	207	214.599	13.007	4.708	2	26	1-No cell	No comment
269	1772-067-038_G11	216	157	214.599	29.730	7.083	13	49	166	207	214.599	21.876	4.217	9	33	214.599	28.905	15.205	4	70	166	207	214.599	13.066	4.206	1	23	0-No Error	No comment
270	1772-067-038_G12	183	156	214.599	22.095	4.840	9	38	133	206	214.599	21.672	5.031	9	33	214.599	13.226	4.071	5	26	133	206	214.599	13.270	4.346	4	25	1-No cell	No comment
271	1772-067-038_H01	214	163	214.599	49.131	40.063	12	201	164	213	214.599	21.292	4.919	9	35	214.599	70.745	59.465	3	234	164	213	214.599	12.752	4.364	0	23	4-MultipleCells	No comment
272	1772-067-038_H02	180	163	214.599	42.146	25.911	14	120	130	213	214.599	22.759	4.710	11	34	214.599	52.504	51.438	5	208	130	213	214.599	12.971	4.676	0	26	4-MultipleCells	No comment
273	1772-067-038_H03	210	163	214.599	27.489	5.958	10	44	160	213	214.599	22.891	5.449	11	38	214.599	42.270	23.383	7	99	160	213	214.599	12.898	4.337	3	25	0-No Error	No comment
274	1772-067-038_H04	209	155	214.599	108.277	68.216	20	234	159	205	214.599	21.409	5.123	8	35	214.599	100.540	70.153	10	225	159	205	214.599	12.964	4.506	0	29	0-No Error	No comment
