 	Label	Cellcoord.X	Cellcoord.Y	area	mean.ch2	std.ch2	min.ch2	max.ch2	BGcoord.ch2.X	BGcoord.ch2.Y	bg.area.ch2	bg.mean.ch2	bg.std.ch2	bg.min.ch2	bg.max.ch2	area.ch3	mean.ch3	std.ch3	min.ch3	max.ch3	bg.area.ch3	bg.mean.ch3	bg.std.ch3	bg.min.ch3	bg.max.ch3
317	1772-067-039_C11	245	172	214.599	76.036	28.821	28	137	145	222	214.599	22.869	4.712	11	35	214.599	108.810	48.119	18	215	214.599	13.511	4.042	5	26
318	1772-067-039_C12	212	174	214.599	24.562	5.723	11	41	112	224	214.599	22.095	4.819	5	33	214.599	23.766	10.601	5	58	214.599	12.409	4.447	2	24
319	1772-067-039_D01	244	176	214.599	73.321	27.765	20	134	144	226	214.599	22.453	4.654	11	33	214.599	97.117	38.138	25	186	214.599	13.642	4.404	2	25
320	1772-067-039_D02	213	180	214.599	82.577	34.015	32	165	113	230	214.599	22.299	4.543	7	32	214.599	58.949	23.438	12	117	214.599	13.620	4.161	3	26
321	1772-067-039_D03	247	178	214.599	71.898	45.004	7	182	147	228	214.599	22.774	4.966	6	37	214.599	65.336	38.511	12	150	214.599	12.372	4.315	1	25
322	1772-067-039_D04	244	173	214.599	23.124	5.238	11	36	144	223	214.599	23.007	4.931	13	38	214.599	13.445	4.549	1	24	214.599	13.460	4.171	1	24
323	1772-067-039_D05	208	175	214.599	26.511	5.247	14	38	108	225	214.599	22.350	4.556	13	35	214.599	13.832	4.309	1	27	214.599	13.044	4.107	3	22
324	1772-067-039_D06	241	171	214.599	22.336	4.491	12	34	141	221	214.599	23.022	4.955	12	37	214.599	13.292	4.222	0	24	214.599	13.701	4.302	4	25
325	1772-067-039_D07	206	174	214.599	70.657	32.744	13	146	106	224	214.599	23.153	4.969	9	36	214.599	13.964	5.121	2	27	214.599	12.401	4.351	0	27
326	1772-067-039_D08	241	180	214.599	27.015	5.931	12	41	141	230	214.599	22.854	4.766	10	41	214.599	54.788	22.506	15	105	214.599	13	4.339	0	24
327	1772-067-039_D09	209	179	214.599	22.350	5.592	10	35	109	229	214.599	23.051	5.079	11	36	214.599	13.839	4.082	3	24	214.599	13.277	4.259	3	24
328	1772-067-039_D10	206	174	214.599	31.358	7.026	16	55	106	224	214.599	21.876	5.124	10	37	214.599	61.708	21.785	15	117	214.599	12.606	4.057	3	24
329	1772-067-039_D11	236	175	214.599	25.526	5.151	13	39	136	225	214.599	22.263	5.263	10	36	214.599	29.394	9.139	12	53	214.599	13.372	4.386	2	24
330	1772-067-039_D12	201	169	214.599	102.708	47.916	36	223	101	219	214.599	22.234	5.700	10	37	214.599	13.416	4.509	0	25	214.599	11.861	4.219	0	24
331	1772-067-039_E01	238	173	214.599	69.372	42.440	18	169	138	223	214.599	22.628	4.634	13	36	214.599	144.964	107.289	11	387	214.599	12.569	4.213	0	23
332	1772-067-039_E02	205	176	214.599	79.526	60.148	12	218	105	226	214.599	21.693	4.587	11	33	214.599	78.569	66.011	8	224	214.599	13.153	4.232	2	26
333	1772-067-039_E03	235	176	214.599	21.526	4.753	9	36	135	226	214.599	22.292	5.444	11	38	214.599	12.234	4.661	2	31	214.599	13.759	4.402	2	26
334	1772-067-039_E04	231	172	214.599	66.029	45.238	15	168	131	222	214.599	21.591	4.701	8	34	214.599	89.219	80.663	7	272	214.599	12.993	4.275	2	26
335	1772-067-039_E05	201	171	214.599	21.599	5.313	9	45	101	221	214.599	21.686	4.908	6	36	214.599	13.416	4.571	2	25	214.599	12.248	4.460	0	22
336	1772-067-039_E06	232	168	214.599	28.036	8.406	12	47	132	218	214.599	22.197	4.563	11	37	214.599	61.234	60.821	8	244	214.599	12.599	4.338	1	22
337	1772-067-039_E07	202	177	214.599	95.569	64.984	18	254	102	227	214.599	22.657	4.300	9	34	214.599	94.219	71.706	14	265	214.599	12.599	4.217	0	25
338	1772-067-039_E08	233	176	214.599	85.847	54.223	17	194	133	226	214.599	21.467	4.736	7	33	214.599	14.613	4.831	4	27	214.599	13.066	4.320	2	25
339	1772-067-039_E09	199	178	214.599	102.912	82.719	19	341	99	228	214.599	21.628	4.808	11	35	214.599	68.022	57.399	0	231	214.599	12.255	4.146	4	25
340	1772-067-039_E10	195	174	214.599	21.861	5.056	11	36	95	224	214.599	21.825	4.579	11	37	214.599	13.292	4.836	3	27	214.599	13.044	4.799	3	23
341	1772-067-039_E11	229	172	214.599	20.883	4.621	7	38	129	222	214.599	21.781	4.380	9	33	214.599	11.336	4.180	0	22	214.599	13.387	4.366	4	27
342	1772-067-039_E12	197	172	214.599	21.380	4.843	11	33	97	222	214.599	22.015	4.493	11	33	214.599	13.168	4.161	4	22	214.599	12.474	4.246	1	23
343	1772-067-039_F01	232	176	214.599	34.299	10.923	10	62	132	226	214.599	20.766	4.398	9	32	214.599	69.599	58.074	10	227	214.599	13.124	4.075	1	24
344	1772-067-039_F02	198	178	214.599	99.073	89.422	16	340	98	228	214.599	22.197	4.920	10	36	214.599	97.847	100.129	8	346	214.599	13.219	4.181	0	25
345	1772-067-039_F03	228	180	214.599	63.978	51.774	18	205	128	230	214.599	22.124	4.295	9	34	214.599	57.226	56.332	4	215	214.599	12.723	4.660	3	28
346	1772-067-039_F04	225	175	214.599	67.365	46.282	13	184	125	225	214.599	21.861	5.129	10	36	214.599	61.095	47.362	7	165	214.599	13.102	4.187	3	26
347	1772-067-039_F05	194	174	214.599	38.474	19.074	13	83	94	224	214.599	22.401	4.679	7	35	214.599	39.431	29.690	5	106	214.599	13.467	4.194	3	26
348	1772-067-039_F06	225	173	214.599	86.825	59.638	16	217	125	223	214.599	22.380	4.634	12	36	214.599	121.759	105.164	11	402	214.599	13.299	4.750	2	25
349	1772-067-039_F07	197	179	214.599	26.285	7.036	12	45	97	229	214.599	21.343	4.934	11	33	214.599	36.898	24.853	0	94	214.599	13.044	4.204	0	24
350	1772-067-039_F08	227	178	214.599	78.854	52.644	15	197	127	228	214.599	22.073	4.811	7	37	214.599	38.591	23.580	4	93	214.599	12.504	4.098	3	24
351	1772-067-039_F09	193	181	214.599	21.876	4.964	10	33	93	231	214.599	22.920	5.066	10	38	214.599	12.212	4.517	2	22	214.599	13.219	3.886	5	25
352	1772-067-039_F10	191	177	214.599	24.905	6.164	11	45	91	227	214.599	22.044	4.190	12	32	214.599	21.445	12.011	4	55	214.599	13.058	4.477	1	23
353	1772-067-039_F11	222	174	214.599	20.891	4.662	8	34	122	224	214.599	22	4.651	11	34	214.599	11.949	4.013	3	22	214.599	13.971	3.911	5	25
354	1772-067-039_F12	191	175	214.599	73.241	38.727	12	145	91	225	214.599	21.438	5.209	10	36	214.599	27.547	11.678	8	61	214.599	13.701	4.783	4	24
355	1772-067-039_G01	225	181	214.599	21.657	4.356	14	33	125	231	214.599	22.993	4.833	11	34	214.599	12.883	4.286	1	26	214.599	12.555	4.265	0	23
356	1772-067-039_G02	188	188	214.599	97.745	82.613	17	289	88	238	214.599	22.102	4.702	9	33	214.599	14.869	4.921	4	30	214.599	13.139	4.640	2	25
357	1772-067-039_G03	221	181	214.599	26.642	7.384	9	46	121	231	214.599	22.401	4.445	12	33	214.599	46.730	36.832	5	132	214.599	13.029	4.213	3	25
358	1772-067-039_G04	218	177	214.599	29.336	9.434	13	54	118	227	214.599	22.248	4.825	6	34	214.599	73.511	68.832	7	265	214.599	13.336	4.219	4	23
359	1772-067-039_G05	187	176	214.599	25.307	5.922	12	42	87	226	214.599	22.401	4.940	8	37	214.599	26.263	13.235	6	62	214.599	13.445	4.377	3	25
360	1772-067-039_G06	220	176	214.599	50.088	26.818	15	105	120	226	214.599	22.533	4.686	11	35	214.599	73.467	57.424	6	199	214.599	12.701	5.009	0	23
361	1772-067-039_G07	188	183	214.599	57.701	28.354	12	112	88	233	214.599	21.423	5.286	9	34	214.599	42.854	23.911	7	98	214.599	13.628	4.457	2	25
362	1772-067-039_G08	219	182	214.599	108.737	97.694	16	345	119	232	214.599	21.861	4.905	10	34	214.599	78.270	75.320	8	255	214.599	13.204	5.025	0	29
363	1772-067-039_G09	186	183	214.599	85.416	70.924	14	252	86	233	214.599	21.307	4.679	7	30	214.599	57.146	49.586	4	188	214.599	13.533	4.664	0	25
364	1772-067-039_G10	182	177	214.599	22.650	5.852	9	38	82	227	214.599	22.270	4.876	8	36	214.599	13.285	4.246	2	23	214.599	12.883	4.503	2	27
365	1772-067-039_G11	214	177	214.599	63.431	39.075	17	153	114	227	214.599	23.029	5.153	9	35	214.599	80.693	59.393	6	220	214.599	13.321	3.800	2	25
366	1772-067-039_G12	184	178	214.599	33.577	10.060	7	55	84	228	214.599	22.197	4.624	11	40	214.599	74.693	46.823	7	183	214.599	12.774	4.250	2	23
367	1772-067-039_H01	215	180	214.599	48.526	27.947	9	123	115	230	214.599	22.416	5.124	7	33	214.599	113.058	104.294	13	375	214.599	12.482	4.059	4	23
368	1772-067-039_H02	184	180	214.599	26.307	6.748	10	47	84	230	214.599	21.584	4.162	9	35	214.599	63.927	50.686	7	178	214.599	12.693	4.542	1	23
369	1772-067-039_H03	213	179	214.599	27.715	6.716	12	43	113	229	214.599	21.752	4.897	8	38	214.599	23.971	12.975	5	59	214.599	13.431	4.348	3	29
370	1772-067-039_H04	210	176	214.599	85.219	63.977	17	226	110	226	214.599	22.343	5.336	7	35	214.599	67.942	56.722	4	198	214.599	13.679	4.878	2	27
371	1772-067-039_H05	180	176	214.599	20.460	4.627	8	31	80	226	214.599	22.241	4.504	10	34	214.599	12.562	4.157	1	25	214.599	13.401	5.098	3	27
372	1772-067-039_H06	211	176	214.599	24.504	5.552	13	39	111	226	214.599	23.628	4.576	13	36	214.599	45.328	32.295	6	132	214.599	13.555	4.265	1	25
373	1772-067-039_H07	180	178	214.599	49.796	26.714	10	107	80	228	214.599	22.117	4.469	8	32	214.599	66.423	47.233	7	166	214.599	12.876	4.736	3	25
374	1772-067-039_H08	211	177	214.599	29.204	8.499	13	48	111	227	214.599	21.818	4.262	10	30	214.599	84.080	72.142	6	232	214.599	12.818	4.320	1	26
375	1772-067-039_H09	177	176	214.599	91.022	67.790	17	275	77	226	214.599	22.336	4.913	10	34	214.599	14.255	4.884	0	26	214.599	12.832	4.744	1	24
376	1772-067-039_H10	176	174	214.599	23.745	6.351	8	40	76	224	214.599	22.146	4.591	11	35	214.599	13.358	4.350	1	27	214.599	12.577	3.827	4	21
377	1772-067-039_H11	206	174	214.599	24.190	5.887	7	39	106	224	214.599	22.277	4.738	11	33	214.599	18.693	7.410	4	38	214.599	12.569	4.455	0	24
378	1772-067-039_H12	176	176	214.599	28.102	7.734	10	47	76	226	214.599	21.613	4.536	10	33	214.599	55.708	39.951	4	135	214.599	12.993	3.997	5	25
